,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
1039,4,A1 LM,SHANKLE,2826.0,100.58,0.817,6.2,16.07,3.2,2,0.047
1040,3,B1 SH,SHANKLE,2826.5,76.2,0.688,3.9,16.375,2.8,1,1.0
1041,3,B1 SH,SHANKLE,2827.0,72.8,0.626,-14.8,30.425,2.4,1,0.98
1042,3,B1 SH,SHANKLE,2827.5,72.87,0.582,-19.0,39.125,2.1,1,0.959
1043,3,B1 SH,SHANKLE,2828.0,72.37,0.553,-16.2,45.275,2.0,1,0.939
1044,3,B1 SH,SHANKLE,2828.5,78.74,0.531,-8.6,44.37,2.1,1,0.918
1045,3,B1 SH,SHANKLE,2829.0,79.41,0.513,-10.2,43.805,2.2,1,0.898
1046,3,B1 SH,SHANKLE,2829.5,83.27,0.493,-6.5,39.435,2.6,1,0.878
1047,3,B1 SH,SHANKLE,2830.0,85.55,0.48,0.2,34.29,2.6,1,0.857
1048,3,B1 SH,SHANKLE,2830.5,87.65,0.477,6.5,33.645,2.5,1,0.837
1049,3,B1 SH,SHANKLE,2831.0,85.37,0.486,-1.7,35.66,2.3,1,0.816
1050,3,B1 SH,SHANKLE,2831.5,82.87,0.515,-4.1,36.645,2.5,1,0.796
1051,3,B1 SH,SHANKLE,2832.0,81.99,0.567,-3.2,32.775,2.3,1,0.776
1052,3,B1 SH,SHANKLE,2832.5,78.95,0.625,-7.9,31.68,2.4,1,0.755
1053,3,B1 SH,SHANKLE,2833.0,72.05,0.684,-14.4,28.625,2.3,1,0.735
1054,3,B1 SH,SHANKLE,2833.5,71.81,0.736,-14.8,24.055,3.4,1,0.714
1055,3,B1 SH,SHANKLE,2834.0,57.61,0.772,2.6,12.49,4.2,1,0.694
1056,3,B1 SH,SHANKLE,2834.5,54.12,0.809,7.8,8.38,4.2,1,0.673
1057,3,B1 SH,SHANKLE,2835.0,53.58,0.863,6.8,8.2,4.2,1,0.653
1058,3,B1 SH,SHANKLE,2835.5,61.12,0.901,7.1,8.695,4.0,1,0.633
1059,3,B1 SH,SHANKLE,2836.0,61.73,0.916,8.0,9.35,4.0,1,0.612
1060,3,B1 SH,SHANKLE,2836.5,62.92,0.921,8.4,9.06,3.8,1,0.592
1061,2,B1 SH,SHANKLE,2837.0,66.91,0.912,6.2,8.57,3.6,1,0.571
1062,2,B1 SH,SHANKLE,2837.5,66.22,0.893,4.0,7.775,3.4,1,0.551
1063,1,B1 SH,SHANKLE,2838.0,62.81,0.874,2.5,7.255,3.3,1,0.531
1064,1,B1 SH,SHANKLE,2838.5,60.15,0.852,1.3,7.185,3.2,1,0.51
1065,1,B1 SH,SHANKLE,2839.0,53.38,0.819,-0.1,7.125,3.3,1,0.49
1066,1,B1 SH,SHANKLE,2839.5,54.04,0.774,1.1,7.255,3.3,1,0.469
1067,1,B1 SH,SHANKLE,2840.0,55.65,0.732,2.1,8.18,3.2,1,0.449
1068,1,B1 SH,SHANKLE,2840.5,56.33,0.699,3.0,9.33,3.0,1,0.429
1069,1,B1 SH,SHANKLE,2841.0,55.76,0.667,1.8,10.295,3.0,1,0.408
1070,1,B1 SH,SHANKLE,2841.5,56.24,0.629,1.7,10.175,3.1,1,0.388
1071,1,B1 SH,SHANKLE,2842.0,52.72,0.59,2.2,9.88,3.2,1,0.367
1072,1,B1 SH,SHANKLE,2842.5,58.18,0.551,2.5,10.15,3.2,1,0.347
1073,1,B1 SH,SHANKLE,2843.0,58.55,0.519,2.5,11.1,3.3,1,0.327
1074,1,B1 SH,SHANKLE,2843.5,58.18,0.493,1.5,11.88,3.5,1,0.306
1075,1,B1 SH,SHANKLE,2844.0,58.5,0.467,2.1,12.195,3.5,1,0.286
1076,1,B1 SH,SHANKLE,2844.5,59.23,0.446,2.3,13.045,3.3,1,0.265
1077,1,B1 SH,SHANKLE,2845.0,57.02,0.43,3.1,13.625,2.9,1,0.245
1078,1,B1 SH,SHANKLE,2845.5,56.18,0.425,2.3,14.215,2.8,1,0.224
1079,1,B1 SH,SHANKLE,2846.0,61.06,0.425,1.4,13.465,2.7,1,0.204
1080,1,B1 SH,SHANKLE,2846.5,68.79,0.433,1.9,13.145,2.9,1,0.184
1081,1,B1 SH,SHANKLE,2847.0,71.58,0.449,7.0,14.36,3.0,1,0.163
1082,1,B1 SH,SHANKLE,2847.5,79.53,0.471,8.1,17.515,2.6,1,0.143
1083,3,B1 SH,SHANKLE,2848.0,80.39,0.491,2.7,20.055,2.5,1,0.122
1084,3,B1 SH,SHANKLE,2848.5,79.08,0.508,-4.0,19.3,2.4,1,0.102
1085,3,B1 SH,SHANKLE,2849.0,78.83,0.517,-4.1,15.79,3.1,1,0.082
1086,3,B1 SH,SHANKLE,2849.5,78.07,0.526,4.6,14.23,2.5,1,0.061
1087,3,B1 SH,SHANKLE,2850.0,83.28,0.55,1.2,25.065,2.1,1,0.041
1088,3,B1 SH,SHANKLE,2850.5,76.44,0.597,-19.9,49.715,1.8,1,0.02
1089,8,B1 LM,SHANKLE,2852.5,39.3,0.803,-7.5,16.885,3.6,2,0.769
1090,8,B1 LM,SHANKLE,2853.0,28.1,0.88,-2.4,10.105,3.6,2,0.692
1091,8,B1 LM,SHANKLE,2853.5,28.38,1.002,-4.3,7.285,3.9,2,0.615
1092,8,B1 LM,SHANKLE,2854.0,27.36,1.161,-3.0,5.12,3.9,2,0.538
1093,8,B1 LM,SHANKLE,2854.5,30.42,1.291,0.2,4.05,3.8,2,0.462
1094,6,B1 LM,SHANKLE,2855.0,32.31,1.311,2.5,3.865,4.0,2,0.385
1095,6,B1 LM,SHANKLE,2855.5,33.19,1.213,1.7,4.915,4.4,2,0.308
1096,6,B1 LM,SHANKLE,2856.0,37.18,1.051,1.6,5.02,4.8,2,0.231
1097,6,B1 LM,SHANKLE,2856.5,37.32,0.888,1.4,5.46,3.3,2,0.154
1098,6,B1 LM,SHANKLE,2857.0,39.77,0.781,-2.5,13.875,2.4,2,0.077
1099,3,B2 SH,SHANKLE,2857.5,45.45,0.732,-15.7,31.775,1.8,1,1.0
1100,3,B2 SH,SHANKLE,2858.0,69.72,0.702,-19.0,38.6,1.5,1,0.971
1101,2,B2 SH,SHANKLE,2859.0,78.06,0.668,-13.9,28.955,2.4,1,0.912
1102,2,B2 SH,SHANKLE,2859.5,78.18,0.643,-7.2,21.33,3.0,1,0.882
1103,2,B2 SH,SHANKLE,2860.0,78.8,0.638,0.8,12.435,3.1,1,0.853
1104,2,B2 SH,SHANKLE,2860.5,73.13,0.667,2.6,9.145,3.3,1,0.824
1105,2,B2 SH,SHANKLE,2861.0,66.19,0.7,3.0,8.185,3.3,1,0.794
1106,2,B2 SH,SHANKLE,2861.5,67.14,0.727,3.8,8.49,3.3,1,0.765
1107,2,B2 SH,SHANKLE,2862.0,66.86,0.746,6.2,9.41,3.2,1,0.735
1108,2,B2 SH,SHANKLE,2862.5,67.83,0.747,8.8,10.57,3.1,1,0.706
1109,2,B2 SH,SHANKLE,2863.0,66.01,0.726,10.4,11.44,3.2,1,0.676
1110,2,B2 SH,SHANKLE,2863.5,63.89,0.698,10.4,11.56,3.2,1,0.647
1111,2,B2 SH,SHANKLE,2864.0,62.15,0.67,9.0,11.04,3.5,1,0.618
1112,2,B2 SH,SHANKLE,2864.5,63.38,0.637,9.2,10.57,3.5,1,0.588
1113,2,B2 SH,SHANKLE,2865.0,62.83,0.617,9.6,10.765,3.6,1,0.559
1114,2,B2 SH,SHANKLE,2865.5,62.75,0.616,11.2,10.75,3.6,1,0.529
1115,2,B2 SH,SHANKLE,2866.0,59.66,0.617,11.2,10.465,3.8,1,0.5
1116,2,B2 SH,SHANKLE,2866.5,67.99,0.625,14.3,11.855,3.7,1,0.471
1117,2,B2 SH,SHANKLE,2867.0,67.75,0.645,13.2,18.745,2.9,1,0.441
1118,3,B2 SH,SHANKLE,2867.5,76.63,0.676,1.3,28.06,2.5,1,0.412
1119,3,B2 SH,SHANKLE,2868.0,78.56,0.705,-6.0,27.415,2.0,1,0.382
1120,3,B2 SH,SHANKLE,2868.5,69.82,0.736,-11.1,21.085,2.8,1,0.353
1121,2,B2 SH,SHANKLE,2869.0,63.21,0.767,0.3,9.5,3.5,1,0.324
1122,2,B2 SH,SHANKLE,2869.5,56.18,0.799,2.0,5.64,3.6,1,0.294
1123,2,B2 SH,SHANKLE,2870.0,60.86,0.798,2.6,6.47,3.5,1,0.176
1124,2,B2 SH,SHANKLE,2870.5,67.52,0.712,5.3,9.15,3.2,1,0.147
1125,2,B2 SH,SHANKLE,2871.0,68.79,0.619,11.5,17.22,2.8,1,0.118
1126,3,B2 SH,SHANKLE,2871.5,76.18,0.54,1.2,32.92,2.4,1,0.088
1127,3,B2 SH,SHANKLE,2872.0,74.5,0.486,-2.1,38.485,2.2,1,0.059
1128,3,B2 SH,SHANKLE,2872.5,63.06,0.464,-4.1,36.14,2.5,1,0.029
1129,6,B2 LM,SHANKLE,2873.0,40.97,0.47,2.2,25.745,3.2,2,1.0
1130,6,B2 LM,SHANKLE,2873.5,35.02,0.481,2.2,17.06,3.5,2,0.857
1131,6,B2 LM,SHANKLE,2874.0,30.28,0.498,-1.7,10.485,4.1,2,0.714
1132,6,B2 LM,SHANKLE,2874.5,27.63,0.524,-3.1,5.835,4.8,2,0.571
1133,6,B2 LM,SHANKLE,2875.0,28.84,0.567,-1.3,3.865,4.7,2,0.429
1134,6,B2 LM,SHANKLE,2875.5,34.92,0.643,1.9,4.385,4.0,2,0.286
1135,6,B2 LM,SHANKLE,2876.0,46.06,0.732,5.2,6.805,3.5,2,0.143
1136,3,B3 SH,SHANKLE,2876.5,60.36,0.793,9.5,9.275,3.4,1,1.0
1137,3,B3 SH,SHANKLE,2877.0,79.94,0.804,12.1,10.99,3.3,1,0.977
1138,3,B3 SH,SHANKLE,2877.5,81.32,0.779,13.0,11.5,3.5,1,0.955
1139,3,B3 SH,SHANKLE,2878.0,80.39,0.738,10.7,10.86,3.5,1,0.932
1140,3,B3 SH,SHANKLE,2878.5,77.93,0.702,8.6,10.29,3.4,1,0.909
1141,3,B3 SH,SHANKLE,2879.0,75.73,0.679,6.8,9.89,3.3,1,0.886
1142,2,B3 SH,SHANKLE,2879.5,66.0,0.669,6.5,9.98,3.3,1,0.864
1143,2,B3 SH,SHANKLE,2880.0,74.79,0.666,5.8,9.985,3.5,1,0.841
1144,2,B3 SH,SHANKLE,2880.5,64.77,0.665,4.6,9.89,3.6,1,0.818
1145,2,B3 SH,SHANKLE,2881.0,62.9,0.659,3.9,10.335,3.5,1,0.795
1146,2,B3 SH,SHANKLE,2881.5,64.65,0.646,4.8,11.02,3.3,1,0.773
1147,2,B3 SH,SHANKLE,2882.0,63.61,0.625,6.2,11.625,3.0,1,0.75
1148,3,B3 SH,SHANKLE,2882.5,79.7,0.591,6.8,11.865,2.8,1,0.727
1149,3,B3 SH,SHANKLE,2883.0,80.43,0.544,6.1,11.935,2.8,1,0.705
1150,3,B3 SH,SHANKLE,2883.5,78.5,0.498,7.3,12.61,2.7,1,0.682
1151,2,B3 SH,SHANKLE,2884.0,67.3,0.456,8.3,14.11,2.7,1,0.659
1152,2,B3 SH,SHANKLE,2884.5,64.18,0.418,7.6,15.635,2.7,1,0.636
1153,2,B3 SH,SHANKLE,2885.0,55.59,0.387,6.5,16.275,2.6,1,0.614
1154,2,B3 SH,SHANKLE,2885.5,61.6,0.362,5.1,16.055,2.7,1,0.591
1155,2,B3 SH,SHANKLE,2886.0,59.33,0.346,5.8,15.965,2.7,1,0.568
1156,2,B3 SH,SHANKLE,2886.5,63.11,0.348,6.4,15.65,2.8,1,0.545
1157,2,B3 SH,SHANKLE,2887.0,62.47,0.358,7.7,15.31,3.0,1,0.523
1158,2,B3 SH,SHANKLE,2887.5,69.97,0.358,7.7,14.55,3.1,1,0.5
1159,2,B3 SH,SHANKLE,2888.0,71.32,0.358,8.0,14.36,3.3,1,0.477
1160,2,B3 SH,SHANKLE,2888.5,71.32,0.358,8.0,14.36,3.3,1,0.477
1161,2,B3 SH,SHANKLE,2889.0,72.08,0.358,8.6,14.54,3.1,1,0.455
1162,2,B3 SH,SHANKLE,2889.5,72.65,0.356,9.8,15.115,2.9,1,0.432
1163,2,B3 SH,SHANKLE,2890.0,69.38,0.354,8.1,15.995,2.7,1,0.409
1164,2,B3 SH,SHANKLE,2890.5,63.68,0.348,5.7,17.015,2.7,1,0.386
1165,2,B3 SH,SHANKLE,2891.0,63.96,0.328,5.1,17.755,2.6,1,0.364
1166,2,B3 SH,SHANKLE,2891.5,61.06,0.305,4.9,18.465,2.6,1,0.341
1167,2,B3 SH,SHANKLE,2892.0,68.77,0.286,5.3,19.315,2.5,1,0.318
1168,2,B3 SH,SHANKLE,2892.5,69.94,0.274,5.0,20.22,2.6,1,0.295
1169,1,B3 SH,SHANKLE,2893.0,68.94,0.27,4.6,20.435,2.6,1,0.273
1170,1,B3 SH,SHANKLE,2893.5,68.13,0.279,3.8,20.185,2.7,1,0.25
1171,1,B3 SH,SHANKLE,2894.0,69.83,0.301,3.1,19.13,2.6,1,0.227
1172,1,B3 SH,SHANKLE,2894.5,69.72,0.326,2.3,18.115,2.6,1,0.205
1173,1,B3 SH,SHANKLE,2895.0,79.64,0.35,3.0,16.33,2.7,1,0.182
1174,2,B3 SH,SHANKLE,2895.5,83.41,0.367,5.6,14.845,3.0,1,0.159
1175,3,B3 SH,SHANKLE,2896.0,85.63,0.386,7.6,14.515,2.6,1,0.136
1176,3,B3 SH,SHANKLE,2896.5,88.6,0.412,5.2,18.02,2.5,1,0.114
1177,3,B3 SH,SHANKLE,2897.0,81.3,0.453,-5.5,25.095,2.2,1,0.091
1178,3,B3 SH,SHANKLE,2897.5,81.46,0.505,-12.1,35.24,2.0,1,0.068
1179,2,B4 SH,SHANKLE,2899.5,67.06,0.607,-13.2,25.315,3.2,1,0.979
1180,2,B4 SH,SHANKLE,2900.0,63.21,0.607,-0.6,16.415,3.1,1,0.958
1181,2,B4 SH,SHANKLE,2900.5,62.1,0.607,0.7,15.25,2.9,1,0.938
1182,1,B4 SH,SHANKLE,2901.0,59.12,0.599,-1.9,15.465,2.8,1,0.917
1183,1,B4 SH,SHANKLE,2901.5,53.43,0.58,1.5,12.685,2.9,1,0.896
1184,1,B4 SH,SHANKLE,2902.0,55.43,0.556,3.9,11.32,3.0,1,0.875
1185,1,B4 SH,SHANKLE,2902.5,50.01,0.528,2.1,12.39,3.0,1,0.854
1186,1,B4 SH,SHANKLE,2903.0,54.96,0.493,1.2,12.93,2.9,1,0.833
1187,1,B4 SH,SHANKLE,2903.5,56.29,0.456,0.7,13.1,2.8,1,0.813
1188,1,B4 SH,SHANKLE,2904.0,57.56,0.425,1.3,13.6,2.9,1,0.792
1189,1,B4 SH,SHANKLE,2904.5,59.71,0.396,0.8,13.875,2.9,1,0.771
1190,1,B4 SH,SHANKLE,2905.0,59.88,0.371,1.2,14.2,2.9,1,0.75
1191,1,B4 SH,SHANKLE,2905.5,62.44,0.352,1.5,14.5,2.7,1,0.729
1192,1,B4 SH,SHANKLE,2906.0,65.13,0.342,1.4,15.285,2.7,1,0.708
1193,1,B4 SH,SHANKLE,2906.5,60.4,0.338,1.2,15.91,2.7,1,0.688
1194,1,B4 SH,SHANKLE,2907.0,63.4,0.346,0.1,15.585,2.8,1,0.667
1195,1,B4 SH,SHANKLE,2907.5,65.4,0.358,1.4,14.44,2.8,1,0.646
1196,1,B4 SH,SHANKLE,2908.0,60.44,0.371,3.0,13.57,2.9,1,0.625
1197,1,B4 SH,SHANKLE,2908.5,71.83,0.384,5.6,13.74,2.8,1,0.604
1198,1,B4 SH,SHANKLE,2909.0,78.1,0.389,7.1,14.31,2.8,1,0.583
1199,1,B4 SH,SHANKLE,2909.5,82.34,0.386,7.7,14.44,2.7,1,0.563
1200,1,B4 SH,SHANKLE,2910.0,85.94,0.384,7.7,14.25,2.7,1,0.542
1201,1,B4 SH,SHANKLE,2910.5,71.56,0.38,8.2,14.51,2.7,1,0.521
1202,1,B4 SH,SHANKLE,2911.0,69.26,0.373,7.2,15.655,2.7,1,0.5
1203,1,B4 SH,SHANKLE,2911.5,65.79,0.365,6.0,16.385,2.8,1,0.479
1204,1,B4 SH,SHANKLE,2912.0,58.76,0.354,3.5,16.94,2.7,1,0.458
1205,1,B4 SH,SHANKLE,2912.5,60.11,0.342,1.3,17.025,2.6,1,0.438
1206,1,B4 SH,SHANKLE,2913.0,62.0,0.344,0.3,17.325,2.6,1,0.417
1207,1,B4 SH,SHANKLE,2913.5,61.56,0.354,0.6,17.815,2.8,1,0.396
1208,1,B4 SH,SHANKLE,2914.0,58.39,0.362,1.3,18.575,2.7,1,0.375
1209,1,B4 SH,SHANKLE,2914.5,62.03,0.362,-0.8,18.52,2.6,1,0.354
1210,1,B4 SH,SHANKLE,2915.0,58.92,0.348,-1.6,17.575,2.6,1,0.333
1211,1,B4 SH,SHANKLE,2915.5,62.43,0.324,-0.2,16.275,2.6,1,0.313
1212,1,B4 SH,SHANKLE,2916.0,63.32,0.292,4.0,16.375,2.7,1,0.292
1213,1,B4 SH,SHANKLE,2916.5,64.42,0.262,5.9,17.115,2.8,1,0.271
1214,2,B4 SH,SHANKLE,2917.0,63.11,0.243,5.9,18.435,2.8,1,0.25
1215,2,B4 SH,SHANKLE,2917.5,63.11,0.243,5.9,18.435,2.8,1,0.25
1216,2,B4 SH,SHANKLE,2918.0,68.73,0.236,4.7,18.565,2.8,1,0.229
1217,2,B4 SH,SHANKLE,2918.5,68.82,0.243,3.7,18.135,3.0,1,0.208
1218,2,B4 SH,SHANKLE,2919.0,63.27,0.258,3.9,16.665,3.1,1,0.188
1219,2,B4 SH,SHANKLE,2919.5,63.95,0.279,5.0,15.155,3.3,1,0.167
1220,2,B4 SH,SHANKLE,2920.0,73.72,0.301,7.0,13.77,3.2,1,0.146
1221,2,B4 SH,SHANKLE,2920.5,70.47,0.324,8.1,14.83,2.4,1,0.125
1222,3,B4 SH,SHANKLE,2921.0,78.62,0.354,0.5,24.675,2.1,1,0.104
1223,3,B4 SH,SHANKLE,2921.5,81.91,0.398,-9.6,35.2,1.9,1,0.083
1224,3,B4 SH,SHANKLE,2922.0,77.68,0.459,-6.8,44.645,1.9,1,0.063
1225,3,B4 SH,SHANKLE,2922.5,74.51,0.538,-7.4,51.805,2.0,1,0.042
1226,3,B4 SH,SHANKLE,2923.0,66.9,0.605,-13.0,46.795,2.0,1,0.021
1227,6,B4 LM,SHANKLE,2924.0,26.06,0.725,-12.9,16.17,4.4,1,0.857
1228,6,B4 LM,SHANKLE,2924.5,20.73,0.796,3.7,4.785,4.1,2,0.714
1229,6,B4 LM,SHANKLE,2925.0,18.4,0.876,7.6,4.555,3.7,2,0.571
1230,6,B4 LM,SHANKLE,2925.5,20.07,0.941,9.7,6.745,3.3,2,0.429
1231,6,B4 LM,SHANKLE,2926.0,20.85,0.903,7.7,9.415,3.4,2,0.286
1232,6,B4 LM,SHANKLE,2926.5,24.51,0.809,4.3,11.98,2.5,2,0.143
1233,3,B5 SH,SHANKLE,2927.0,37.82,0.722,-0.1,19.085,2.2,1,1.0
1234,3,B5 SH,SHANKLE,2930.0,79.36,0.47,-6.0,35.77,2.4,1,0.45
1235,3,B5 SH,SHANKLE,2930.5,78.41,0.468,-6.4,33.73,2.6,1,0.4
1236,3,B5 SH,SHANKLE,2931.0,70.0,0.453,-8.4,31.445,2.6,1,0.35
1237,3,B5 SH,SHANKLE,2931.5,67.67,0.43,-9.9,31.45,2.7,1,0.3
1238,3,B5 SH,SHANKLE,2932.0,67.38,0.391,-7.6,30.565,2.6,1,0.25
1239,3,B5 SH,SHANKLE,2932.5,70.08,0.34,-2.9,33.215,2.5,1,0.2
1240,3,B5 SH,SHANKLE,2933.0,72.4,0.29,-0.2,39.915,2.3,1,0.15
1241,3,B5 SH,SHANKLE,2933.5,70.73,0.241,-4.0,41.445,2.3,1,0.1
1242,3,B5 SH,SHANKLE,2934.0,65.14,0.193,-1.9,37.005,2.6,1,0.05
1243,7,B5 LM,SHANKLE,2934.5,52.05,0.152,5.9,29.525,2.9,2,1.0
1244,7,B5 LM,SHANKLE,2935.0,30.56,0.121,12.2,27.265,3.0,2,0.958
1245,7,B5 LM,SHANKLE,2935.5,25.47,0.097,10.8,27.915,3.0,2,0.917
1246,7,B5 LM,SHANKLE,2936.0,25.34,0.093,6.4,27.115,3.0,2,0.875
1247,7,B5 LM,SHANKLE,2936.5,31.3,0.111,3.8,26.515,3.0,2,0.833
1248,7,B5 LM,SHANKLE,2937.0,45.23,0.146,3.6,24.38,3.0,2,0.792
1249,7,B5 LM,SHANKLE,2937.5,53.09,0.196,4.7,22.525,3.0,2,0.75
1250,7,B5 LM,SHANKLE,2938.0,53.66,0.255,2.1,19.515,3.1,2,0.708
1251,7,B5 LM,SHANKLE,2938.5,48.3,0.318,-1.1,16.71,3.4,2,0.667
1252,8,B5 LM,SHANKLE,2939.0,47.58,0.386,-1.3,14.275,4.0,2,0.625
1253,8,B5 LM,SHANKLE,2939.5,44.54,0.456,0.5,12.48,4.2,2,0.583
1254,8,B5 LM,SHANKLE,2940.0,45.57,0.531,1.6,11.42,4.3,2,0.542
1255,8,B5 LM,SHANKLE,2940.5,49.17,0.607,1.0,10.82,4.3,2,0.5
1256,8,B5 LM,SHANKLE,2941.0,58.97,0.68,0.6,10.535,4.4,2,0.458
1257,8,B5 LM,SHANKLE,2941.5,78.86,0.744,0.7,10.32,4.6,2,0.417
1258,8,B5 LM,SHANKLE,2942.0,100.24,0.797,1.4,10.38,4.7,2,0.375
1259,8,B5 LM,SHANKLE,2942.5,97.94,0.842,0.8,10.56,4.8,2,0.333
1260,8,B5 LM,SHANKLE,2943.0,94.67,0.881,-0.5,10.57,4.7,2,0.292
1261,8,B5 LM,SHANKLE,2943.5,78.63,0.914,-1.0,10.18,4.7,2,0.25
1262,8,B5 LM,SHANKLE,2944.0,97.99,0.932,-1.9,9.31,4.7,2,0.208
1263,8,B5 LM,SHANKLE,2944.5,130.86,0.921,-2.5,8.1,4.9,2,0.167
1264,8,B5 LM,SHANKLE,2945.0,167.9,0.883,-0.8,6.22,4.5,2,0.125
1265,8,B5 LM,SHANKLE,2945.5,191.7,0.822,4.2,5.195,3.8,2,0.083
1266,3,C SH,SHANKLE,2946.0,149.65,0.711,-5.9,24.32,2.3,1,1.0
1267,3,C SH,SHANKLE,2948.0,75.83,0.571,-9.4,34.61,2.8,1,0.93
1268,3,C SH,SHANKLE,2948.5,66.28,0.56,2.5,28.99,2.7,1,0.912
1269,3,C SH,SHANKLE,2949.0,69.44,0.567,-0.2,27.455,2.6,1,0.895
1270,3,C SH,SHANKLE,2949.5,69.67,0.584,-1.6,24.68,2.6,1,0.877
1271,3,C SH,SHANKLE,2950.0,72.32,0.609,-2.1,21.265,2.9,1,0.86
1272,3,C SH,SHANKLE,2950.5,72.26,0.634,5.3,16.795,3.2,1,0.842
1273,3,C SH,SHANKLE,2951.0,66.6,0.652,8.9,13.99,3.3,1,0.825
1274,3,C SH,SHANKLE,2951.5,66.67,0.659,10.7,14.42,3.2,1,0.807
1275,3,C SH,SHANKLE,2952.0,67.49,0.661,9.3,15.755,3.2,1,0.789
1276,3,C SH,SHANKLE,2952.5,69.17,0.657,6.3,17.91,3.0,1,0.772
1277,3,C SH,SHANKLE,2953.0,67.63,0.649,6.3,17.22,3.2,1,0.754
1278,3,C SH,SHANKLE,2953.5,74.65,0.639,7.1,16.125,3.1,1,0.737
1279,3,C SH,SHANKLE,2954.0,69.34,0.626,6.4,16.405,3.1,1,0.719
1280,3,C SH,SHANKLE,2954.5,67.71,0.616,3.6,17.57,2.9,1,0.702
1281,3,C SH,SHANKLE,2955.0,69.85,0.61,2.9,18.53,3.0,1,0.684
1282,3,C SH,SHANKLE,2955.5,72.99,0.606,6.6,17.785,3.0,1,0.667
1283,3,C SH,SHANKLE,2956.0,72.73,0.605,3.5,21.265,2.8,1,0.649
1284,3,C SH,SHANKLE,2956.5,71.24,0.606,-3.0,23.97,2.8,1,0.632
1285,3,C SH,SHANKLE,2957.0,65.18,0.607,-1.1,24.32,3.3,1,0.614
1286,3,C SH,SHANKLE,2957.5,76.51,0.61,3.1,23.925,3.3,1,0.596
1287,3,C SH,SHANKLE,2958.0,72.51,0.615,0.3,27.215,3.1,1,0.579
1288,3,C SH,SHANKLE,2958.5,73.66,0.622,-8.0,30.125,2.7,1,0.561
1289,3,C SH,SHANKLE,2959.0,72.96,0.627,-12.3,29.985,2.5,1,0.544
1290,3,C SH,SHANKLE,2959.5,66.05,0.628,-9.4,26.215,2.8,1,0.526
1291,3,C SH,SHANKLE,2960.0,75.61,0.624,-1.1,21.255,3.1,1,0.509
1292,3,C SH,SHANKLE,2960.5,68.69,0.621,6.8,16.645,3.3,1,0.491
1293,3,C SH,SHANKLE,2961.0,67.49,0.621,5.2,17.925,3.0,1,0.474
1294,3,C SH,SHANKLE,2961.5,71.32,0.62,2.0,18.325,2.9,1,0.456
1295,3,C SH,SHANKLE,2962.0,69.16,0.616,3.5,16.405,3.1,1,0.439
1296,3,C SH,SHANKLE,2962.5,72.18,0.611,5.7,15.525,3.3,1,0.421
1297,3,C SH,SHANKLE,2963.0,67.16,0.606,4.4,16.48,3.2,1,0.404
1298,3,C SH,SHANKLE,2963.5,72.36,0.606,1.5,18.61,3.2,1,0.386
1299,3,C SH,SHANKLE,2964.0,76.08,0.614,0.8,19.615,3.1,1,0.368
1300,3,C SH,SHANKLE,2964.5,75.85,0.626,1.8,21.045,2.9,1,0.351
1301,3,C SH,SHANKLE,2965.0,72.11,0.633,-3.6,22.505,2.7,1,0.333
1302,3,C SH,SHANKLE,2965.5,73.8,0.635,-9.0,22.545,2.9,1,0.316
1303,3,C SH,SHANKLE,2966.0,71.57,0.636,-5.1,17.625,3.3,1,0.298
1304,3,C SH,SHANKLE,2966.5,71.38,0.629,1.0,14.06,3.6,1,0.281
1305,3,C SH,SHANKLE,2967.0,72.44,0.622,6.2,14.855,3.1,1,0.263
1306,3,C SH,SHANKLE,2967.5,74.87,0.622,5.8,19.845,2.8,1,0.246
1307,3,C SH,SHANKLE,2968.0,76.01,0.621,-2.7,23.955,2.4,1,0.228
1308,3,C SH,SHANKLE,2968.5,76.11,0.618,-9.0,25.4,3.0,1,0.211
1309,3,C SH,SHANKLE,2969.0,76.47,0.624,-3.5,24.095,3.3,1,0.193
1310,3,C SH,SHANKLE,2969.5,70.18,0.628,-5.4,24.15,3.2,1,0.175
1311,3,C SH,SHANKLE,2970.0,71.13,0.623,-10.2,24.425,2.9,1,0.158
1312,3,C SH,SHANKLE,2970.5,74.62,0.612,-13.2,21.35,2.9,1,0.14
1313,3,C SH,SHANKLE,2971.0,75.04,0.597,-3.6,17.66,2.9,1,0.123
1314,3,C SH,SHANKLE,2971.5,71.03,0.576,7.1,16.71,2.5,1,0.105
1315,3,C SH,SHANKLE,2972.0,79.47,0.575,-9.8,35.285,2.1,1,0.088
1316,3,C SH,SHANKLE,2972.5,76.72,0.603,-9.9,51.3,1.8,1,0.07
1317,3,C SH,SHANKLE,2973.0,75.01,0.654,-18.3,55.915,1.8,1,0.053
1318,6,C LM,SHANKLE,2974.5,19.52,0.7,1.0,9.78,4.6,2,0.985
1319,8,C LM,SHANKLE,2975.0,28.87,0.721,8.8,9.73,4.0,2,0.97
1320,8,C LM,SHANKLE,2975.5,29.43,0.781,9.1,11.93,3.6,2,0.955
1321,8,C LM,SHANKLE,2976.0,29.4,0.825,7.9,12.695,3.5,2,0.94
1322,8,C LM,SHANKLE,2976.5,31.05,0.837,6.4,11.9,3.6,2,0.925
1323,8,C LM,SHANKLE,2977.0,35.29,0.818,6.4,10.875,3.7,2,0.91
